frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
1,0.0,0.88,1,-0.134,0.339,0.011,0.14,0.004,0.5,0.0,0.19,0.0,0.67,1.12,0.11,0.86,1.8,2.14,0.0,1.95,0.0,0.0,0.69,0.0,1.19,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16414795165996116,28.50157890363269,28.304416616492865
2,0.04,0.88,1,-0.102,0.367,0.021,0.137,-0.004,0.61,0.0,0.29,0.02,0.73,1.19,0.04,0.86,1.84,2.04,0.02,1.58,0.0,0.0,1.1,0.0,1.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18056720239878005,32.182293268193206,31.502539580167184
3,0.08,0.88,1,-0.138,0.374,0.034,0.141,-0.009,0.67,0.0,0.39,0.04,0.76,1.15,0.0,0.89,1.88,1.92,0.02,1.36,0.0,0.0,1.38,0.0,1.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17099083281049332,31.445985435346202,30.108138434649103
4,0.12,0.88,1,-0.164,0.395,0.059,0.142,-0.017,0.77,0.0,0.26,0.03,0.74,1.0,0.0,0.93,1.89,1.88,0.02,1.24,0.0,0.0,1.48,0.0,1.68,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1604921141656106,32.00562450570212,28.311305162425793
5,0.16,0.88,1,-0.162,0.388,0.07,0.143,-0.024,0.77,0.0,0.23,0.03,0.77,0.92,0.0,1.03,1.86,1.76,0.0,1.18,0.0,0.0,1.59,0.0,1.69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17415000982732082,31.415919531345978,27.518175811634027
6,0.2,0.88,1,-0.172,0.391,0.066,0.147,-0.03,0.83,0.0,0.16,0.0,0.73,0.77,0.01,1.05,1.82,1.75,0.0,1.06,0.0,0.0,1.68,0.05,1.69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16336228280814338,31.101446911679115,26.915051551130365
7,0.24,0.88,1,-0.177,0.381,0.084,0.153,-0.039,0.81,0.0,0.3,0.0,0.65,0.87,0.02,0.98,1.66,1.74,0.0,1.0,0.0,0.0,1.8,0.25,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18264271013980007,32.30015479839063,26.722649569232505
8,0.28,0.88,1,-0.187,0.39,0.07,0.157,-0.044,0.92,0.0,0.39,0.0,0.56,0.84,0.02,0.87,1.53,1.78,0.0,0.9,0.0,0.0,1.87,0.57,1.84,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17981097974141808,33.600148809194195,27.122315535366944
9,0.32,0.88,1,-0.205,0.44,0.086,0.154,-0.051,0.86,0.0,0.44,0.0,0.63,0.74,0.01,0.87,1.45,1.93,0.0,0.86,0.0,0.0,2.09,0.85,2.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15084720418299755,33.002424153386066,27.247018185482286
10,0.36,0.88,1,-0.22,0.539,0.085,0.152,-0.055,0.82,0.0,0.53,0.0,0.83,0.54,0.0,0.98,1.61,2.26,0.0,0.76,0.0,0.0,2.26,1.02,2.85,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04371432549480813,35.75597852108096,28.700000000000045
11,0.4,0.88,1,-0.222,0.571,0.103,0.143,-0.057,0.58,0.0,0.52,0.0,1.2,0.51,0.0,1.13,1.99,2.4,0.0,0.47,0.0,0.0,2.5,1.02,3.23,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.034271427220657506,37.76413642597965,29.80419433569707
12,0.44,0.88,1,-0.366,0.657,0.163,0.142,-0.07,0.46,0.0,0.47,0.0,1.53,0.84,0.0,1.2,2.31,2.39,0.0,0.38,0.0,0.0,2.71,0.99,3.42,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.04958485187006148,36.61652632350603,27.621911592067764
13,0.48,0.88,1,-0.393,0.634,0.177,0.145,-0.076,0.27,0.0,0.31,0.0,1.83,1.18,0.0,1.25,2.49,2.21,0.0,0.33,0.0,0.0,3.06,0.82,3.6,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.04710309892093546,39.80200999949644,30.904045042680185
14,0.52,0.88,1,-0.484,0.65,0.197,0.143,-0.086,0.29,0.0,0.23,0.0,1.88,1.49,0.0,1.23,2.39,2.11,0.0,0.37,0.0,0.0,3.45,0.66,3.78,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.04946809758447025,33.94775397577881,30.610455730027844
15,0.56,0.88,1,-0.461,0.607,0.193,0.142,-0.094,0.29,0.0,0.13,0.0,1.87,1.68,0.0,1.17,2.33,1.99,0.0,0.2,0.0,0.0,3.74,0.36,3.84,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.041100223766061594,29.84845054605031,28.70156790142313
16,0.6,0.88,1,-0.383,0.634,0.197,0.14,-0.105,0.37,0.0,0.06,0.0,1.74,1.88,0.0,0.92,2.23,1.94,0.0,0.05,0.0,0.0,3.97,0.16,3.9,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.04111752911231216,35.00685647126854,27.30164830188825
17,0.64,0.88,1,-0.336,0.638,0.203,0.132,-0.111,0.42,0.0,0.03,0.0,1.6,1.88,0.02,0.61,2.03,1.9,0.0,0.0,0.0,0.0,4.03,0.0,3.85,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.02768995025197858,36.81439935677325,24.303291958086618
18,0.68,0.88,1,-0.286,0.644,0.203,0.126,-0.114,0.54,0.0,0.03,0.0,1.54,1.8,0.02,0.33,1.81,1.85,0.0,0.0,0.0,0.0,4.03,0.01,3.85,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.028835422771505213,36.30881435684747,24.307406278745532
19,0.72,0.88,1,-0.25,0.614,0.21,0.127,-0.118,0.6,0.0,0.1,0.0,1.6,1.73,0.02,0.29,1.7,1.83,0.0,0.0,0.0,0.0,3.82,0.17,3.78,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.027651714097691172,33.53818719012702,22.70792813094145
20,0.76,0.88,1,-0.268,0.615,0.214,0.126,-0.124,0.75,0.0,0.19,0.0,1.64,1.64,0.02,0.44,1.69,1.85,0.0,0.0,0.0,0.0,3.83,0.54,3.76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03902598345534469,32.76110498746956,22.132555207205428
21,0.8,0.88,1,-0.262,0.625,0.218,0.123,-0.128,0.76,0.0,0.28,0.0,1.61,1.62,0.06,0.55,1.66,1.97,0.0,0.0,0.0,0.0,3.81,0.69,3.67,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.026990309975622698,31.624199594614243,25.05114767830009
22,0.84,0.88,1,-0.228,0.641,0.217,0.116,-0.126,0.7,0.0,0.22,0.0,1.5,1.57,0.07,0.6,1.61,1.91,0.0,0.0,0.0,0.0,4.01,0.69,3.58,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.02009479379827726,33.08715762950937,23.835477759004487
23,0.88,0.88,1,-0.214,0.659,0.232,0.104,-0.124,0.45,0.0,0.12,0.0,1.43,1.5,0.05,0.49,1.68,1.94,0.0,0.0,0.0,0.0,4.02,0.42,3.46,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.024365760334882455,32.64429506054609,24.140629652103247
24,0.92,0.93,1,-0.197,0.687,0.24,0.086,-0.114,0.3,0.0,0.07,0.0,1.38,1.43,0.01,0.54,1.78,1.92,0.0,0.0,0.0,0.0,3.88,0.37,3.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03075721401665969,29.916717734403814,23.84722206044129
25,0.96,0.93,1,-0.183,0.628,0.235,0.078,-0.107,0.28,0.0,0.09,0.0,1.4,1.33,0.03,0.5,1.95,2.01,0.0,0.0,0.0,0.0,3.69,0.35,2.83,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03299059449978014,31.236036880500745,23.87571988443485
26,1.0,0.88,1,-0.139,0.67,0.236,0.077,-0.1,0.35,0.0,0.1,0.0,1.38,1.25,0.04,0.56,2.16,1.73,0.0,0.0,0.0,0.0,3.6,0.42,2.53,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03319720095574541,28.711147660795497,20.84058540444577
27,1.04,0.93,1,-0.118,0.674,0.25,0.077,-0.095,0.3,0.0,0.05,0.0,1.4,1.11,0.04,0.49,2.43,1.41,0.0,0.0,0.0,0.0,3.86,0.42,2.44,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.047290888362177666,22.00363606316011,22.963013739489725
28,1.08,0.93,1,-0.112,0.673,0.276,0.062,-0.086,0.18,0.0,0.09,0.0,1.43,1.46,0.01,0.5,2.57,1.26,0.0,0.0,0.0,0.0,4.13,0.32,2.12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.05433107744844098,21.52812114421507,24.865236777477055
29,1.12,0.93,1,-0.121,0.615,0.322,0.042,-0.073,0.04,0.0,0.08,0.0,1.47,1.96,0.0,0.64,2.58,1.38,0.0,0.0,0.08,0.0,4.33,0.21,1.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09883712679597913,20.60606706773531,23.02628932329306
30,1.16,0.98,1,-0.046,0.493,0.34,0.021,-0.049,0.0,0.0,0.08,0.0,1.39,2.77,0.0,0.87,2.44,1.58,0.0,0.0,0.29,0.0,4.15,0.17,0.87,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16222656077789926,18.900264548413162,17.31415605797749
31,1.2,0.98,1,-0.046,0.471,0.318,0.012,-0.026,0.0,0.0,0.0,0.0,1.2,2.89,0.0,1.05,2.37,1.48,0.0,0.0,0.51,0.0,3.82,0.2,0.39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16012900768327598,19.20234360696636,19.606376513777256
32,1.24,0.98,1,-0.06,0.437,0.302,0.002,-0.011,0.0,0.0,0.0,0.0,1.0,3.11,0.0,0.95,2.28,1.39,0.0,0.0,0.6,0.0,3.5,0.19,0.18,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17453846685850316,20.402205763103254,20.106217943710757
33,1.28,0.98,1,-0.055,0.411,0.282,-0.002,-0.003,0.0,0.0,0.0,0.0,0.76,2.93,0.0,0.83,2.25,1.18,0.05,0.21,0.39,0.0,3.04,0.47,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20153539920670718,21.00380917833715,19.401030900444304
34,1.32,0.98,1,-0.041,0.344,0.162,0.008,0.007,0.0,0.0,0.0,0.0,0.57,2.94,0.0,0.69,2.21,1.11,0.11,0.47,0.17,0.0,2.69,0.78,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2144842172009072,18.796276226954983,18.70026737776767
35,1.36,0.98,1,-0.031,0.35,0.162,0.005,-0.001,0.0,0.0,0.0,0.0,0.47,2.65,0.0,0.72,2.24,1.09,0.11,0.63,0.0,0.0,2.28,1.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21779420968021324,18.80664776083185,19.20416621465253
36,1.4,0.98,1,-0.035,0.337,0.157,0.0,-0.009,0.0,0.0,0.0,0.0,0.48,2.51,0.0,0.77,2.27,1.16,0.13,0.57,0.03,0.0,2.22,1.28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22021460187211062,19.237983262286015,19.20104163841123
37,1.44,0.98,1,-0.025,0.337,0.15,-0.002,-0.014,0.0,0.0,0.0,0.0,0.52,2.49,0.0,0.77,2.29,1.2,0.07,0.52,0.03,0.0,2.18,1.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22493379281824455,19.53586445489432,19.400257730246647
38,1.48,0.98,1,-0.035,0.324,0.143,0.002,-0.025,0.0,0.0,0.0,0.0,0.51,2.69,0.0,0.75,2.27,1.16,0.07,0.51,0.04,0.0,2.17,1.21,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22167658756593384,21.595601403989534,19.70228413154175
39,1.52,0.98,1,-0.043,0.299,0.134,0.002,-0.03,0.0,0.06,0.0,0.0,0.55,2.6,0.01,0.74,2.26,1.06,0.0,0.48,0.01,0.0,2.2,1.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22752313291954376,21.835750502330033,18.509727172489605
40,1.56,0.98,1,-0.04,0.317,0.149,0.005,-0.028,0.0,0.08,0.0,0.0,0.58,2.56,0.02,0.79,2.29,1.13,0.04,0.43,0.01,0.0,2.16,0.98,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22298019661233567,21.298356744124558,19.40412327316013
41,1.6,0.98,1,-0.048,0.361,0.147,0.01,-0.026,0.0,0.08,0.0,0.0,0.63,2.35,0.02,0.92,2.32,1.25,0.04,0.37,0.0,0.0,2.1,0.9,0.23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19153014277485744,21.496511344867052,22.90087334579195
42,1.64,0.98,1,-0.037,0.389,0.145,0.009,-0.03,0.0,0.02,0.0,0.0,0.63,2.3,0.0,1.01,2.35,1.37,0.04,0.26,0.0,0.0,1.95,0.77,0.42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1757568443997957,19.42575609854079,20.012246250733572
43,1.68,0.98,1,-0.038,0.403,0.145,0.015,-0.039,0.0,0.0,0.0,0.0,0.61,2.24,0.0,1.02,2.33,1.33,0.0,0.11,0.0,0.0,1.93,0.71,0.59,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17334284047998333,19.35071058126802,20.734753434752783
44,1.72,0.98,1,-0.032,0.373,0.13,0.02,-0.047,0.0,0.01,0.0,0.0,0.63,2.15,0.0,0.9,2.33,1.21,0.0,0.01,0.0,0.0,1.95,0.63,0.39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1767605742176323,20.8540163997252,21.922819161777394
45,1.76,0.98,1,-0.025,0.4,0.135,0.029,-0.054,0.05,0.12,0.0,0.0,0.67,2.22,0.0,0.81,2.31,1.26,0.0,0.0,0.0,0.0,2.07,0.7,0.27,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1838384730757448,19.921847303902265,20.834586628968626
46,1.8,0.98,1,-0.03,0.42,0.143,0.029,-0.057,0.05,0.12,0.0,0.0,0.69,2.06,0.0,0.81,2.28,1.25,0.0,0.04,0.0,0.0,2.04,0.74,0.26,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18009761579254913,20.84058540444577,22.14429949219451
47,1.84,0.98,1,-0.03,0.421,0.143,0.03,-0.057,0.05,0.11,0.0,0.0,0.7,2.17,0.01,0.87,2.24,1.3,0.0,0.05,0.0,0.0,2.02,0.85,0.23,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17961639379963776,21.128653530218063,21.666794871415473
48,1.88,0.98,1,-0.03,0.412,0.135,0.03,-0.053,0.0,0.0,0.0,0.0,0.66,2.12,0.04,0.83,2.25,1.16,0.0,0.05,0.0,0.0,2.01,0.8,0.16,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.18049484623765655,20.847062143141596,20.64751801064733
49,1.92,0.98,1,-0.026,0.378,0.123,0.026,-0.047,0.0,0.0,0.0,0.0,0.68,2.16,0.1,0.8,2.25,1.01,0.0,0.05,0.0,0.0,2.05,0.76,0.12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.22259664757513356,20.16358103115606,21.140009460735733
50,1.96,0.98,1,-0.027,0.389,0.122,0.025,-0.041,0.0,0.0,0.0,0.0,0.72,2.4,0.16,0.76,2.24,0.94,0.0,0.08,0.0,0.0,2.05,0.64,0.13,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18775945839962402,20.224737328331408,19.730686759461815
51,2.0,0.98,1,-0.006,0.408,0.128,0.023,-0.031,0.01,0.11,0.0,0.0,0.74,2.58,0.19,0.83,2.19,1.09,0.0,0.14,0.0,0.0,2.04,0.57,0.16,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1739075263775654,19.325889371514013,18.806647760831762
52,2.04,0.98,1,0.021,0.41,0.132,0.014,-0.022,0.01,0.11,0.0,0.0,0.74,2.91,0.13,0.89,2.22,1.29,0.0,0.13,0.0,0.0,2.09,0.61,0.15,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17641429932282968,19.406442229321776,20.3415830259102
53,2.08,0.98,1,0.016,0.426,0.149,0.007,-0.017,0.02,0.11,0.0,0.0,0.65,2.85,0.05,0.97,2.27,1.26,0.0,0.13,0.0,0.0,2.25,0.85,0.22,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17264325879717146,19.902261178067043,20.94039159137202
54,2.12,0.98,1,0.026,0.436,0.156,-0.001,-0.011,0.02,0.0,0.0,0.0,0.61,2.73,0.0,1.06,2.33,1.18,0.0,0.09,0.0,0.0,2.49,1.22,0.51,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17580525457746934,19.004210059878837,21.54553317975677
55,2.16,0.98,1,0.033,0.43,0.163,-0.01,-0.003,0.39,0.13,0.0,0.0,0.4,2.12,0.0,1.16,2.37,1.33,0.0,0.11,0.0,0.0,2.68,1.52,1.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17132869844759557,19.00026315607234,19.972481067709236
56,2.2,0.98,1,-0.015,0.53,0.174,-0.011,-0.025,0.69,0.28,0.0,0.0,0.24,1.41,0.0,1.29,2.43,1.65,0.0,0.18,0.0,0.0,2.88,1.55,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16084087609091613,18.709623192357274,19.409276132818647
57,2.24,0.93,1,-0.054,0.579,0.198,-0.009,-0.013,0.88,0.28,0.0,0.0,0.08,0.86,0.0,1.35,2.42,1.92,0.07,0.28,0.0,0.0,2.97,1.52,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.10712331050764931,19.643064933966013,20.640978658968574
58,2.28,0.93,1,-0.058,0.601,0.223,-0.011,-0.009,0.66,0.15,0.0,0.0,0.06,0.66,0.0,1.37,2.37,1.93,0.08,0.39,0.0,0.0,2.95,1.46,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09716249578765428,19.90226117806727,21.882641522448743
59,2.32,0.93,1,-0.029,0.6,0.229,-0.003,-0.007,0.53,0.03,0.0,0.0,0.09,0.62,0.0,1.32,2.31,1.95,0.09,0.47,0.0,0.0,2.84,1.52,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1010234151911538,20.71545316907168,22.796929617823583
60,2.36,0.93,1,-0.059,0.612,0.237,0.001,-0.01,0.41,0.03,0.0,0.0,0.11,0.82,0.0,1.19,2.31,1.97,0.02,0.47,0.0,0.0,2.78,1.44,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.10782408061856051,17.90251378996802,23.16246964380107
61,2.4,0.93,1,-0.064,0.607,0.224,0.015,-0.012,0.41,0.03,0.0,0.0,0.12,0.94,0.0,1.17,2.31,2.01,0.01,0.49,0.0,0.0,2.76,1.32,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.10560020992693492,19.70634415613413,24.79778215889481
62,2.44,0.93,1,-0.07,0.607,0.205,0.023,-0.01,0.3,0.0,0.0,0.0,0.12,1.09,0.0,1.16,2.29,1.97,0.0,0.51,0.0,0.0,2.7,1.17,2.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09417354523765668,20.012246250733575,25.94339993138919
63,2.48,0.93,1,-0.063,0.605,0.198,0.026,-0.013,0.26,0.0,0.0,0.0,0.19,0.97,0.0,1.19,2.27,1.93,0.0,0.58,0.0,0.0,2.58,1.13,2.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09515792078241346,20.41568024827984,25.119912420229404
64,2.52,0.93,1,-0.051,0.588,0.197,0.025,-0.016,0.15,0.0,0.0,0.0,0.29,1.01,0.0,1.17,2.28,1.96,0.0,0.58,0.0,0.0,2.49,1.17,2.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.10695005353832221,22.102036105300254,24.51652503924649
65,2.56,0.93,1,-0.015,0.597,0.186,0.028,-0.017,0.21,0.0,0.0,0.0,0.31,1.04,0.0,1.16,2.33,1.94,0.0,0.53,0.04,0.0,2.46,1.19,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.08786929828416314,22.011133546457803,22.703523955544693
