frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
4168,166.68,0.98,1,-0.048,0.29,0.082,-0.0,0.034,0.0,0.0,0.0,0.0,0.32,2.65,0.06,0.49,1.56,0.59,0.0,0.92,0.0,0.0,0.54,0.28,0.19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19258594472509186,19.306475597581425,18.401086924418212
4169,166.72,0.98,1,-0.059,0.297,0.088,-0.003,0.033,0.0,0.0,0.0,0.0,0.29,2.53,0.01,0.47,1.55,0.46,0.0,0.89,0.02,0.01,0.6,0.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2104319415780381,20.200247523235763,19.116746585127828
4170,166.76,0.98,1,-0.061,0.288,0.082,-0.001,0.033,0.0,0.0,0.0,0.0,0.27,2.64,0.0,0.42,1.54,0.38,0.0,0.93,0.02,0.06,0.65,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2051581223207507,21.30844902849567,20.729206448873096
4171,166.8,0.98,1,-0.084,0.282,0.085,0.001,0.032,0.0,0.0,0.0,0.0,0.25,2.38,0.0,0.36,1.49,0.37,0.0,0.96,0.02,0.09,0.7,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21311160907478355,23.00195643852931,23.33088082349224
4172,166.84,0.98,1,-0.076,0.279,0.084,-0.001,0.032,0.0,0.0,0.0,0.0,0.19,2.1,0.0,0.33,1.38,0.28,0.03,0.86,0.0,0.07,0.71,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21501261871720245,23.00195643852931,23.530618351416095
4173,166.88,0.98,1,-0.077,0.285,0.089,-0.007,0.034,0.0,0.0,0.0,0.0,0.1,1.94,0.0,0.26,1.23,0.19,0.08,0.84,0.0,0.03,0.77,0.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22685530259659353,23.80189068120425,23.33088082349224
4174,166.92,0.98,1,-0.068,0.278,0.087,-0.015,0.035,0.0,0.0,0.0,0.0,0.05,2.08,0.0,0.21,1.07,0.16,0.08,0.65,0.1,0.0,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2307190473469799,23.807561823924722,22.73719419805359
4175,166.96,0.98,1,-0.053,0.259,0.072,-0.01,0.017,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.27,0.96,0.1,0.11,0.57,0.11,0.0,1.06,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23998412543669795,22.510886255321,23.6171547820648
4176,167.0,0.98,1,-0.059,0.246,0.084,-0.016,0.029,0.0,0.0,0.0,0.0,0.01,2.11,0.0,0.49,0.86,0.1,0.12,0.4,0.14,0.0,1.2,1.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24348642604678272,23.31051264987533,23.2137890056751
4177,167.04,0.98,1,-0.05,0.253,0.08,-0.009,0.014,0.0,0.0,0.0,0.0,0.01,1.96,0.0,0.59,0.81,0.0,0.16,0.32,0.04,0.0,1.34,1.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24418860264776257,23.425840433162783,23.705273674859598
4178,167.08,0.98,1,-0.056,0.24,0.094,-0.015,0.026,0.0,0.0,0.0,0.0,0.01,2.05,0.0,0.52,0.79,0.0,0.14,0.21,0.03,0.0,1.64,1.62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24679723682592242,22.913969538253163,23.721087664776295
4179,167.12,0.98,1,-0.053,0.272,0.093,-0.005,0.011,0.0,0.0,0.0,0.0,0.05,2.08,0.0,0.37,0.83,0.0,0.09,0.12,0.0,0.0,1.95,1.77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2331259777274626,23.925300416086593,24.620316813558585
4180,167.16,0.98,1,-0.029,0.294,0.091,-0.012,0.026,0.0,0.0,0.0,0.0,0.05,2.08,0.0,0.3,0.86,0.0,0.06,0.12,0.0,0.0,2.13,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25190161492504776,23.6171547820648,21.511392330576836
4181,167.2,0.98,1,-0.05,0.326,0.095,-0.008,0.031,0.0,0.0,0.0,0.0,0.05,2.13,0.0,0.27,0.96,0.0,0.02,0.15,0.0,0.0,2.16,1.94,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20972202961467717,23.201939574096,23.031283073246264
4182,167.24,0.98,1,-0.045,0.308,0.1,-0.007,0.034,0.0,0.0,0.0,0.0,0.02,2.09,0.02,0.27,1.04,0.0,0.01,0.21,0.0,0.0,2.16,2.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22696814853873215,23.525730594393877,22.803508501982943
4183,167.28,0.98,1,-0.045,0.312,0.092,-0.004,0.033,0.0,0.0,0.0,0.0,0.03,2.14,0.07,0.24,1.11,0.0,0.0,0.25,0.0,0.0,2.17,2.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21848097951325207,23.425840433162783,23.407691043757254
4184,167.32,0.98,1,-0.041,0.31,0.092,-0.004,0.033,0.0,0.0,0.0,0.0,0.05,2.14,0.08,0.26,1.12,0.0,0.0,0.2,0.0,0.0,2.16,1.97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21923679584767056,23.126175645791406,22.705505940189745
4185,167.36,0.98,1,-0.041,0.312,0.094,-0.004,0.031,0.0,0.0,0.0,0.01,0.07,2.31,0.09,0.21,1.16,0.02,0.0,0.13,0.0,0.0,2.15,1.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22128225213652303,23.12163489029282,21.803669415949187
4186,167.4,0.98,1,-0.04,0.308,0.094,-0.004,0.03,0.0,0.0,0.0,0.01,0.08,2.36,0.08,0.25,1.23,0.02,0.0,0.02,0.0,0.0,2.22,1.87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22048944699224354,23.330880823492233,21.803669415949187
4187,167.44,0.98,1,-0.039,0.309,0.097,-0.001,0.03,0.0,0.0,0.0,0.03,0.14,2.49,0.1,0.29,1.34,0.07,0.0,0.0,0.0,0.0,2.31,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22010009348053827,23.131147831441393,21.911184358678653
4188,167.48,0.98,1,-0.031,0.312,0.101,-0.003,0.03,0.0,0.0,0.0,0.02,0.16,2.3,0.08,0.35,1.45,0.11,0.0,0.0,0.0,0.0,2.44,1.94,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22716413742302893,22.917678765529324,21.80573319106693
4189,167.52,0.98,1,-0.028,0.293,0.107,-0.004,0.029,0.0,0.0,0.0,0.02,0.26,2.44,0.05,0.44,1.56,0.24,0.0,0.0,0.0,0.0,2.66,2.17,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2382002152404218,22.717834403833525,21.211553455605316
4190,167.56,0.98,1,-0.041,0.337,0.101,-0.002,0.031,0.24,0.0,0.0,0.0,0.19,1.86,0.02,0.63,1.68,0.53,0.0,0.01,0.0,0.0,2.77,2.19,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.19857431866658382,18.62686232299999,18.752333188166258
4191,167.6,0.98,1,-0.017,0.466,0.112,-0.011,0.034,0.32,0.0,0.0,0.0,0.15,1.34,0.02,0.84,1.77,0.8,0.0,0.07,0.0,0.0,2.88,2.3,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.15586817252423835,16.970562748477093,20.300985197768068
4192,167.64,0.93,1,-0.051,0.474,0.112,-0.004,0.037,0.4,0.0,0.0,0.0,0.16,1.11,0.0,1.0,1.75,0.9,0.0,0.07,0.0,0.0,2.91,2.15,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1169036677008552,17.00646935727704,21.323461257497527
4193,167.68,0.98,1,-0.021,0.418,0.096,0.0,0.039,0.24,0.0,0.0,0.0,0.29,1.64,0.02,1.03,1.75,0.85,0.0,0.07,0.0,0.0,3.02,2.22,1.92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.14798676209056424,18.587361297397763,20.503902067655318
4194,167.72,0.98,1,-0.052,0.39,0.124,-0.004,0.036,0.16,0.0,0.0,0.0,0.42,2.42,0.06,0.97,1.73,0.8,0.0,0.01,0.0,0.0,3.09,2.2,1.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17603870631838375,16.63009320479006,18.909521411183402
4195,167.76,0.98,1,-0.029,0.369,0.122,-0.006,0.038,0.08,0.0,0.0,0.0,0.44,2.73,0.06,0.89,1.76,0.76,0.0,0.08,0.0,0.0,3.05,2.24,0.97,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.16739007829629388,16.50272704737008,17.906981878585885
4196,167.8,0.98,1,-0.027,0.34,0.117,-0.003,0.037,0.0,0.0,0.0,0.0,0.49,2.92,0.04,0.8,1.7,0.6,0.0,0.08,0.0,0.0,3.03,2.15,0.48,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.17508979228808458,18.713097017864296,17.200000000000045
4197,167.84,0.98,1,-0.039,0.326,0.12,-0.002,0.036,0.0,0.0,0.0,0.0,0.51,3.01,0.0,0.76,1.64,0.55,0.0,0.08,0.0,0.0,2.9,2.08,0.21,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.1850580893418422,18.91692363995804,18.013605968822564
4198,167.88,0.98,1,-0.042,0.315,0.117,-0.003,0.038,0.0,0.0,0.0,0.0,0.54,3.03,0.0,0.7,1.62,0.56,0.0,0.06,0.0,0.0,2.84,1.98,0.04,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19888936984041022,19.72536438193203,18.1011049386496
4199,167.92,0.98,1,-0.043,0.315,0.119,-0.004,0.038,0.0,0.01,0.0,0.0,0.49,2.95,0.0,0.64,1.6,0.48,0.0,0.05,0.0,0.0,2.75,1.91,0.04,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20590325028436063,20.012246250733575,18.904232330353825
4200,167.96,0.98,1,-0.043,0.292,0.11,-0.002,0.038,0.0,0.01,0.0,0.0,0.47,2.83,0.0,0.61,1.63,0.48,0.0,0.11,0.0,0.0,2.68,1.87,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21755154198772625,20.40882162203403,18.704277585622002
4201,168.0,0.98,1,-0.041,0.296,0.108,-0.003,0.036,0.0,0.01,0.0,0.0,0.42,2.73,0.04,0.55,1.62,0.47,0.0,0.15,0.0,0.0,2.61,1.92,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21495685453911484,20.00224987345174,19.306475597581198
4202,168.04,0.98,1,-0.04,0.305,0.107,-0.001,0.033,0.0,0.01,0.0,0.0,0.44,2.63,0.04,0.56,1.64,0.54,0.0,0.22,0.0,0.0,2.54,1.97,0.03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20779184759028158,20.203960007879687,19.40412327316036
4203,168.08,0.98,1,-0.038,0.311,0.104,0.002,0.031,0.0,0.06,0.0,0.0,0.4,2.52,0.04,0.54,1.61,0.41,0.0,0.22,0.0,0.0,2.49,2.02,0.03,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19926316674238465,20.20222759994555,19.50640920313116
4204,168.12,0.98,1,-0.033,0.32,0.111,0.0,0.031,0.0,0.12,0.0,0.0,0.38,2.3,0.03,0.56,1.61,0.31,0.0,0.27,0.0,0.0,2.49,1.93,0.04,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20107388745604693,19.801010075246115,19.802272596851054
4205,168.16,0.98,1,-0.034,0.312,0.109,0.001,0.031,0.0,0.11,0.0,0.0,0.31,2.01,0.03,0.55,1.6,0.22,0.0,0.28,0.0,0.0,2.43,1.8,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20446520595932877,19.601020381602723,19.80227259685128
4206,168.2,0.98,1,-0.037,0.31,0.104,-0.0,0.033,0.0,0.06,0.0,0.0,0.26,1.85,0.03,0.46,1.58,0.24,0.0,0.32,0.0,0.0,2.44,1.66,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2039280324701948,20.200990074746382,19.606376513777256
4207,168.24,0.98,1,-0.031,0.301,0.11,-0.003,0.033,0.0,0.0,0.0,0.0,0.23,1.71,0.0,0.5,1.58,0.21,0.03,0.25,0.0,0.0,2.35,1.54,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21652762845680498,20.399999999999864,19.806312125178863
4208,168.28,0.98,1,-0.04,0.302,0.108,0.0,0.035,0.0,0.01,0.0,0.0,0.31,1.84,0.0,0.55,1.59,0.31,0.03,0.22,0.0,0.0,2.34,1.47,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20893906899820508,20.799999999999955,20.103979705520903
4209,168.32,0.98,1,-0.033,0.296,0.114,-0.0,0.034,0.0,0.01,0.0,0.0,0.38,1.88,0.0,0.62,1.62,0.34,0.03,0.16,0.0,0.0,2.32,1.42,0.01,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.21037054904258692,20.40220576310303,20.308865059377577
4210,168.36,0.98,1,-0.052,0.272,0.111,-0.0,0.034,0.0,0.01,0.0,0.0,0.42,2.13,0.0,0.65,1.63,0.41,0.0,0.17,0.02,0.0,2.37,1.42,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23179728396897079,21.50209292138791,23.205387305537524
4211,168.4,0.98,1,-0.066,0.288,0.12,-0.002,0.032,0.0,0.0,0.0,0.0,0.39,2.19,0.0,0.64,1.64,0.49,0.0,0.21,0.04,0.0,2.42,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.22662724648462876,23.80189068120425,24.22065234464157
4212,168.44,0.98,1,-0.062,0.284,0.125,-0.004,0.031,0.0,0.0,0.0,0.0,0.39,2.34,0.0,0.71,1.67,0.53,0.0,0.22,0.06,0.0,2.45,1.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24090410925497457,23.71708245126289,23.5306183514161
4213,168.48,0.98,1,-0.07,0.289,0.118,-0.004,0.033,0.0,0.0,0.0,0.05,0.38,2.38,0.0,0.7,1.66,0.53,0.0,0.22,0.04,0.0,2.42,1.48,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2386407148217074,23.62117693934821,24.52937015090277
4214,168.52,0.98,1,-0.071,0.287,0.123,-0.003,0.032,0.0,0.0,0.0,0.15,0.37,2.47,0.0,0.68,1.67,0.52,0.0,0.2,0.02,0.0,2.42,1.42,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24061427019696008,24.01686907155052,24.224987100099806
4215,168.56,0.98,1,-0.065,0.281,0.123,-0.006,0.032,0.0,0.0,0.0,0.22,0.37,2.43,0.0,0.64,1.66,0.46,0.0,0.2,0.0,0.0,2.41,1.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24700396590039592,23.81701072762906,23.925300416086824
4216,168.6,0.98,1,-0.072,0.276,0.114,-0.004,0.034,0.0,0.0,0.0,0.18,0.42,2.36,0.0,0.73,1.73,0.45,0.0,0.19,0.0,0.0,2.49,1.47,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24397435810663776,24.025195108468942,24.135036772294253
4217,168.64,0.98,1,-0.067,0.28,0.119,-0.005,0.033,0.0,0.0,0.0,0.08,0.48,2.41,0.0,0.8,1.77,0.47,0.0,0.14,0.0,0.0,2.52,1.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2500890032196049,24.324884377936883,24.534465553584
4218,168.68,0.98,1,-0.071,0.278,0.114,-0.005,0.034,0.0,0.0,0.0,0.04,0.5,2.5,0.0,0.81,1.79,0.54,0.0,0.17,0.0,0.0,2.57,1.47,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2512323966298112,24.12073796549342,24.329611587528433
4219,168.72,0.98,1,-0.06,0.265,0.109,-0.007,0.034,0.0,0.0,0.0,0.12,0.45,2.6,0.0,0.78,1.75,0.57,0.0,0.19,0.0,0.0,2.51,1.49,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2607164580001782,23.93532953606456,24.429490375364043
4220,168.76,0.98,1,-0.061,0.271,0.109,-0.007,0.034,0.0,0.0,0.0,0.15,0.45,2.44,0.0,0.7,1.76,0.5,0.0,0.26,0.0,0.0,2.52,1.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2601532932130989,24.029981273400946,24.146635376383323
4221,168.8,0.98,1,-0.058,0.263,0.107,-0.008,0.034,0.0,0.0,0.0,0.22,0.47,2.28,0.0,0.64,1.75,0.46,0.0,0.23,0.0,0.0,2.57,1.43,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26381962535047787,23.330880823492468,24.33474881727768
4222,168.84,0.98,1,-0.062,0.268,0.106,-0.006,0.034,0.0,0.0,0.0,0.19,0.5,2.05,0.0,0.53,1.73,0.42,0.0,0.22,0.0,0.0,2.61,1.41,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2541429553020651,23.81029189237288,23.841140912296915
4223,168.88,0.98,1,-0.064,0.268,0.107,-0.007,0.034,0.0,0.0,0.0,0.18,0.48,1.95,0.0,0.53,1.73,0.41,0.0,0.15,0.0,0.0,2.6,1.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25463220005812015,23.92091135387622,24.229733799610578
4224,168.92,0.98,1,-0.059,0.266,0.105,-0.007,0.033,0.0,0.0,0.0,0.08,0.46,2.01,0.0,0.6,1.75,0.33,0.0,0.14,0.0,0.0,2.57,1.43,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25353347924716374,23.5306183514161,24.329611587528433
4225,168.96,0.98,1,-0.06,0.265,0.107,-0.006,0.032,0.0,0.0,0.0,0.03,0.42,2.16,0.03,0.62,1.75,0.35,0.0,0.08,0.0,0.0,2.52,1.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25327229012155306,23.817010727629064,24.229733799610806
4226,169.0,0.98,1,-0.047,0.261,0.109,-0.008,0.033,0.0,0.0,0.0,0.0,0.39,2.2,0.03,0.63,1.74,0.39,0.04,0.09,0.0,0.0,2.48,1.42,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26034169842785093,24.125090673404642,24.116799124261817
4227,169.04,0.98,1,-0.045,0.262,0.111,-0.008,0.033,0.0,0.0,0.0,0.01,0.41,2.27,0.04,0.65,1.72,0.47,0.04,0.09,0.0,0.0,2.42,1.48,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2619953124357859,23.920911353875994,24.21672975444872
4228,169.08,0.98,1,-0.048,0.258,0.109,-0.008,0.034,0.0,0.0,0.0,0.12,0.45,2.36,0.03,0.66,1.74,0.41,0.04,0.11,0.0,0.0,2.41,1.45,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2681565961700215,23.630488780386997,24.229733799610806
4229,169.12,0.98,1,-0.053,0.264,0.112,-0.007,0.034,0.0,0.0,0.0,0.27,0.53,2.48,0.04,0.63,1.77,0.36,0.02,0.07,0.0,0.0,2.38,1.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26690036964493774,24.32961158752843,24.135036772294246
4230,169.16,0.98,1,-0.053,0.267,0.11,-0.009,0.035,0.0,0.0,0.0,0.25,0.51,2.45,0.03,0.57,1.81,0.33,0.02,0.03,0.0,0.0,2.41,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.26173762421436964,24.534465553584006,24.224987100099586
4231,169.2,0.98,1,-0.053,0.262,0.108,-0.009,0.035,0.0,0.0,0.0,0.14,0.49,2.39,0.01,0.55,1.82,0.4,0.02,0.01,0.0,0.0,2.42,1.51,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2599072274134846,24.02998127340094,24.229733799610806
4232,169.24,0.98,1,-0.051,0.261,0.11,-0.01,0.035,0.0,0.0,0.0,0.05,0.43,2.43,0.0,0.53,1.8,0.46,0.01,0.0,0.0,0.0,2.46,1.52,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2634565533392442,23.835477759004718,24.135036772294246
4233,169.28,0.98,1,-0.049,0.258,0.107,-0.011,0.036,0.0,0.0,0.0,0.06,0.41,2.49,0.02,0.52,1.79,0.44,0.01,0.0,0.0,0.0,2.43,1.55,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2640089317339637,23.635777964772096,24.129857024027444
